ds,yhat,yhat_lower,yhat_upper
2024-03-27,4.021535300665384,0.6513599116528699,7.57125639632979
2024-03-28,4.25539600873161,1.13080785097473,7.728110557601907
2024-03-29,4.402442745461088,1.0388865911637815,7.834364521767911
2024-03-30,3.678736638986021,0.25848787321051675,7.007449865689258
2024-03-31,4.268624871763505,0.8160048435668412,7.631009837324569
2024-04-01,4.08830553459634,0.7073728695820767,7.643825664075898
2024-04-02,4.102965272035261,0.560756779256542,7.537327055808899
2024-04-03,4.334596710851786,0.5816294373197386,7.622980172057882
2024-04-04,4.556623349731527,1.0297219857586146,8.11597065712874
2024-04-05,4.6884798503030956,1.286828501806255,8.230185691944866
2024-04-06,3.947036888355752,0.4597227006001334,7.406397537359285
2024-04-07,4.517545015639613,1.0129639498029024,8.097581235488079
2024-04-08,4.317170368481891,0.9014928676252619,7.741478041573219
2024-04-09,4.312100440656372,0.9561542101166202,7.982800454322723
2024-04-10,4.525327830796817,1.0476239765985313,8.15238747881994
2024-04-11,4.731240632676998,1.3393334638239305,8.364985892225366
2024-04-12,4.85016844259771,1.4406973457032992,8.57250342613686
2024-04-13,4.099774190887272,0.8933771634826544,7.295235456280744
2024-04-14,4.66596727997784,1.3687670231037994,8.304126064507619
2024-04-15,4.466411850635192,1.1065833779999565,7.9168898947247754
2024-04-16,4.467609302880479,0.983791661443368,7.7865502692831425
2024-04-17,4.692663786957219,1.3123485686596383,8.283771435913966
2024-04-18,4.915860008450325,1.4495528892759633,8.242007351641414
2024-04-19,5.057202846322024,1.4885303699752293,8.507321929913724
2024-04-20,4.333809346311119,1.071575998852137,7.549978300806819
2024-04-21,4.930828745137393,1.324565257919028,8.206716808495287
2024-04-22,4.764964329220686,1.2357260037212834,8.23538277747228
2024-04-23,4.801576042905701,1.3602062620893436,8.153483791608226
2024-04-24,5.062472158615193,1.8572383449230878,8.677407424767518
2024-04-25,5.320518766858482,1.8415217559069599,8.709722747405907
2024-04-26,5.494215828571049,2.1334028735868396,8.823764577343663
2024-04-27,4.799129444333109,1.323453598556627,8.194588401032703
2024-04-28,5.418854959122504,1.724046395825163,8.662929865982727
2024-04-29,5.268583567678606,2.0510269824692955,8.732943104106358
2024-04-30,5.31225012500796,1.726853899654033,8.688906988575592
2024-05-01,5.5703692249134855,2.3927253124171095,8.887139253129327
2024-05-02,5.814687049941083,2.647473206959426,9.053520385415307
2024-05-03,5.96279651073454,2.6498694968641927,9.13594644616359
2024-05-04,5.229604169164583,1.7315511247688566,8.460794131381427
2024-05-05,5.798322501576255,2.22248085726553,9.239749211325625
2024-05-06,5.584059233433309,2.145941669748323,9.077430515337232
2024-05-07,5.550980672757467,2.2868650504045833,9.134240799077626
2024-05-08,5.720155508460585,2.3180104617673676,9.304702052847036
2024-05-09,5.864206179979309,2.157903969965111,9.186101257636272
2024-05-10,5.901915152798123,2.6884026860470196,9.21827420811972
2024-05-11,5.049674632967356,1.7669522214613038,8.376508011410674
2024-05-12,5.492453539931182,1.8320119504518146,8.799491117121747
2024-05-13,5.147353952590458,1.7442747361682167,8.55741347456436
2024-05-14,4.980734650220537,1.680040184047295,8.426542888766553
2024-05-15,5.016009103670717,1.4084854064039531,8.383769112862566
